MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1,6,30.0,5232,1,0,2,0,0,4,0,20,0,2,0,2,5,5,1925,2004,1,0,14,15,3,0,3,3,0,2,3,1,1,0,1,0,680,680,1,4,0,2,764,0,0,764,0,0,1,0,2,1,3,4,8,0,0,5,1965,1,2,504,3,3,0,0,0,0,0,0,0,0,0,1,0,6,2008,9,4,73000
6,6,60.0,10440,1,0,3,3,0,4,0,20,2,2,0,5,5,8,1904,2002,1,0,8,8,3,0,3,3,2,3,3,1,1,0,1,0,650,650,1,4,1,4,958,581,0,1539,0,0,2,0,3,1,4,8,8,1,1,5,1983,1,2,686,4,3,1,70,78,68,0,0,0,0,0,1,0,6,2008,9,4,157500
4,6,57.0,9184,1,0,3,3,0,4,0,20,0,2,0,0,5,7,1948,2005,1,0,15,16,3,0,3,3,0,3,3,1,1,0,1,0,780,780,1,5,1,4,948,375,0,1323,0,0,1,0,3,1,3,6,8,0,0,5,1948,1,2,400,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,122600
6,6,80.0,4800,1,0,3,3,0,4,0,20,2,2,0,5,5,5,1910,2003,1,0,0,0,3,0,3,3,0,3,2,1,1,0,1,0,680,680,1,2,0,4,680,680,0,1360,0,0,1,0,2,1,3,6,8,0,0,1,1910,1,1,330,2,3,2,192,50,0,0,0,0,0,0,1,0,1,2008,9,4,111000
4,6,60.0,10440,1,0,3,3,0,0,0,20,2,2,0,0,6,7,1920,1950,1,0,3,15,3,0,4,4,0,4,3,1,2,493,1,0,1017,1510,2,5,1,4,1584,1208,0,2792,0,0,2,0,5,1,3,8,5,2,3,5,1920,1,2,520,2,3,2,0,547,0,0,480,0,0,3,3,1150,6,2008,9,4,256000
1,6,60.0,4800,1,1,3,3,0,0,0,20,2,2,0,2,5,4,1940,1950,1,0,8,8,3,0,3,3,1,2,3,1,1,0,1,0,672,672,1,3,1,4,672,0,0,672,0,0,1,0,2,1,3,4,8,0,0,5,1950,1,1,256,3,3,2,0,0,0,0,0,0,0,3,1,0,8,2008,9,4,64000
7,6,60.0,6000,1,1,3,3,0,4,0,20,2,2,0,4,6,7,1915,2005,1,0,14,15,3,0,4,3,0,3,3,1,1,0,1,0,728,728,1,4,1,4,728,728,0,1456,0,0,1,1,4,1,4,7,8,0,0,5,1915,1,1,308,2,2,0,0,0,248,0,0,0,0,0,1,0,6,2008,9,4,139500
15,6,63.0,11426,1,0,3,3,0,4,0,20,2,2,1,0,4,6,1910,1996,1,0,14,15,3,0,3,3,4,3,3,1,1,0,1,0,828,828,1,4,1,0,828,658,108,1594,0,0,2,0,3,2,3,9,8,0,0,6,0,0,0,0,0,0,0,0,172,109,0,0,0,0,0,1,0,6,2008,9,4,118000
4,6,63.0,11426,1,1,3,3,0,4,0,20,2,2,0,0,7,5,2003,2003,1,0,13,14,3,0,3,3,2,4,3,1,1,0,1,0,1362,1362,1,5,1,4,1362,720,0,2082,0,0,2,1,3,1,4,6,5,0,0,5,2003,1,2,484,3,3,0,280,238,0,0,0,0,0,0,1,0,6,2008,9,4,200000
4,6,63.0,7628,1,1,3,3,0,4,0,20,2,2,0,0,4,6,1940,1985,1,0,8,8,3,0,3,4,0,3,3,1,1,0,1,0,801,801,1,4,1,0,1095,561,0,1656,0,0,2,0,2,1,3,8,5,0,0,5,1958,1,2,440,3,3,2,187,0,0,0,0,0,0,0,1,0,5,2008,9,4,119164
4,6,81.0,7308,1,1,3,3,0,0,0,20,0,2,0,0,5,5,1920,1950,1,0,15,16,3,0,2,2,0,3,3,1,3,360,1,0,576,936,1,4,0,0,960,780,0,1740,0,0,1,0,2,1,5,6,8,1,4,5,1920,1,1,225,2,2,0,0,0,236,0,0,0,0,0,1,0,6,2008,9,4,122250
1,6,60.0,5400,1,1,3,3,0,4,0,20,2,2,0,2,7,6,1920,2006,1,0,12,13,3,0,4,3,1,3,3,1,1,0,1,0,931,931,1,3,1,4,1027,0,0,1027,0,1,1,0,2,1,4,5,8,1,3,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,2,2008,9,4,120000
15,6,60.0,10800,1,0,3,3,0,4,0,20,2,2,1,0,6,6,1940,1950,1,0,14,15,3,0,3,3,1,3,3,1,4,590,1,0,294,884,1,3,1,4,884,552,0,1436,0,0,2,0,3,2,3,8,8,2,4,5,1940,1,2,828,3,3,2,0,0,126,0,0,0,0,0,1,0,5,2008,2,4,155000
1,6,60.0,6756,1,1,3,3,0,4,0,20,2,2,0,2,5,6,1910,1950,4,0,8,8,3,0,3,3,0,3,4,1,1,0,1,0,481,481,1,3,0,0,899,0,0,899,0,0,1,0,2,1,3,5,8,0,0,5,1930,1,1,200,2,3,1,0,0,96,0,0,0,0,0,1,0,9,2008,9,4,78000
4,6,44.0,5914,1,0,3,3,0,4,0,20,2,2,0,0,5,9,1890,1996,1,0,14,6,3,0,3,3,0,2,3,1,1,0,1,0,684,684,1,4,1,4,684,396,0,1080,0,0,1,0,3,1,4,5,8,0,0,6,0,0,0,0,0,0,0,0,165,30,0,0,0,0,0,1,0,9,2008,9,4,95000
0,6,50.0,6000,1,1,3,3,0,4,0,20,2,2,0,2,5,5,1948,1950,1,0,13,14,3,0,3,3,1,3,3,1,5,104,4,169,516,789,1,5,1,4,789,0,0,789,0,0,1,0,2,1,3,5,8,0,0,5,1948,1,1,250,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2008,9,5,115000
0,6,100.0,12000,1,1,3,3,0,4,0,20,2,2,0,2,5,7,1948,2005,1,0,8,8,3,0,3,3,1,3,3,1,6,144,5,608,172,924,1,5,1,4,1122,0,0,1122,1,0,1,0,2,1,4,6,8,0,0,1,1948,1,2,528,3,3,2,0,36,0,0,0,0,0,2,1,0,5,2008,9,4,147000
4,6,75.0,9000,1,1,3,3,0,0,0,20,2,2,0,0,5,6,1946,1950,1,0,8,8,3,0,3,3,1,3,3,1,3,445,1,0,459,904,1,5,1,0,904,595,0,1499,0,0,1,0,3,1,3,5,8,1,1,5,1959,1,3,869,3,4,2,0,20,0,0,0,0,0,0,1,0,6,2008,9,4,140000
0,6,62.0,7311,1,1,3,3,0,0,0,20,2,2,0,2,2,5,1946,1950,1,0,13,14,3,0,3,4,0,3,3,1,1,0,1,0,407,407,1,3,0,0,407,0,0,407,0,0,1,0,1,1,3,3,8,0,0,5,1949,1,1,297,2,3,2,76,0,120,0,0,0,0,0,1,0,3,2008,9,0,46500
0,6,50.0,6000,1,1,3,3,0,4,0,20,2,2,0,2,5,6,1957,1957,3,0,3,3,3,0,3,3,1,3,3,1,3,308,1,0,620,928,1,4,1,0,928,0,0,928,0,0,1,0,3,1,3,5,8,0,0,1,1957,3,1,288,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2008,9,4,112500
0,6,50.0,6000,1,1,3,3,0,0,0,20,2,2,0,2,4,7,1954,2000,1,0,8,8,3,0,3,3,1,3,3,1,1,0,1,0,901,901,1,5,1,4,901,0,0,901,0,0,1,0,2,1,3,4,8,0,0,5,1954,1,1,281,2,3,2,0,0,0,0,0,0,0,0,1,0,8,2008,9,4,107900
0,6,103.0,12205,1,1,3,3,0,4,0,20,2,2,0,2,3,1,1949,1992,1,0,8,8,3,0,3,3,0,2,2,1,1,0,1,0,448,448,1,4,1,4,1588,0,0,1588,0,0,2,0,5,1,3,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,12,2008,9,0,65000
7,6,87.0,18386,1,1,3,3,0,4,0,20,2,2,0,3,7,9,1880,2002,1,0,5,5,3,0,3,3,0,3,3,1,1,0,1,0,1470,1470,1,5,1,4,1675,1818,0,3493,0,0,3,0,3,1,4,10,8,1,5,1,2003,1,3,870,3,3,2,302,0,0,0,0,0,0,0,1,0,5,2008,9,4,295000
15,6,69.0,9142,1,1,3,3,0,4,0,20,2,2,1,5,5,5,1900,2006,1,0,8,8,3,0,3,2,0,2,3,1,1,0,1,0,797,797,1,3,0,0,830,797,0,1627,0,0,2,0,4,2,3,10,8,0,0,5,1950,1,2,420,2,1,0,192,0,60,0,0,0,0,0,1,0,2,2008,9,4,139500
4,6,100.0,12665,1,0,0,3,0,4,0,20,0,2,0,0,5,8,1915,1950,1,0,14,15,3,0,3,3,0,3,3,2,1,0,1,0,876,876,1,4,1,4,876,540,0,1416,0,0,1,1,4,1,3,7,8,1,4,5,1949,1,3,720,3,3,2,418,0,194,0,0,0,0,0,1,0,6,2008,9,4,153900
7,6,53.0,5350,1,1,3,3,0,0,0,20,0,2,0,5,7,8,1920,1965,1,0,14,16,3,0,3,3,0,3,3,1,4,116,1,0,508,624,1,5,1,4,730,720,0,1450,0,0,1,0,3,1,3,7,8,0,0,5,1935,1,1,288,3,3,2,0,192,0,0,0,0,0,3,1,0,3,2008,9,4,132000
6,6,34.0,4571,1,0,3,3,0,4,0,20,2,2,0,5,5,5,1916,1950,1,0,0,0,3,0,3,3,0,3,3,1,1,0,1,0,624,624,1,2,0,4,624,720,0,1344,0,0,1,0,4,1,3,7,8,0,0,5,1916,1,3,513,2,2,2,0,0,96,0,0,0,0,0,1,0,5,2008,0,0,98000
4,6,69.0,9143,1,0,3,3,0,0,0,20,2,2,0,0,5,7,1900,2003,1,0,13,14,3,0,3,3,1,3,3,1,1,0,1,0,346,346,1,5,1,4,709,308,0,1017,0,0,1,0,2,1,3,5,8,0,0,5,1961,1,1,308,3,3,0,0,0,139,0,0,0,0,0,1,0,5,2008,9,4,114000
15,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,1,5,5,5,1920,1960,1,0,0,0,3,0,3,3,0,3,3,1,3,234,1,0,739,973,1,3,1,2,1377,973,0,2350,0,0,2,0,4,2,3,10,8,0,0,0,1930,1,2,393,3,3,2,0,0,219,0,0,0,0,0,1,0,4,2008,9,4,130000
7,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,4,6,5,1917,1950,1,0,0,0,3,0,3,3,0,4,3,1,3,319,1,0,416,735,4,2,0,4,1134,924,0,2058,0,0,1,1,3,1,3,8,8,1,4,5,1950,1,2,396,2,2,1,0,0,259,0,0,0,0,0,1,0,4,2008,9,4,129500
6,6,60.0,6000,1,0,3,3,0,0,0,20,2,2,0,5,5,9,1905,2005,1,0,8,8,3,0,4,3,0,2,3,1,1,0,1,0,572,572,1,5,1,4,884,656,0,1540,0,0,1,1,3,1,4,7,8,0,0,6,0,0,0,0,0,0,0,240,77,0,0,0,0,0,0,1,0,2,2008,9,4,129400
6,6,60.0,9600,1,1,3,3,0,4,0,20,2,2,0,5,7,9,1928,2005,2,0,8,8,3,0,3,5,0,3,3,1,3,141,1,0,548,689,1,5,1,4,689,689,0,1378,0,0,2,0,3,1,4,7,8,1,4,5,1928,1,2,360,3,3,0,0,0,116,0,0,0,0,0,1,0,10,2008,9,4,161000
15,6,60.0,10800,1,2,3,3,0,4,0,20,2,2,1,0,6,7,1905,2000,1,0,14,15,3,0,3,3,0,2,3,1,1,0,1,0,482,482,1,5,0,4,1221,691,0,1912,0,0,2,0,3,2,3,7,8,1,3,5,2003,1,2,672,4,3,2,0,25,212,0,0,0,0,0,1,0,4,2008,9,4,163000
7,6,35.0,6300,1,0,3,3,0,4,0,20,2,2,0,4,6,6,1914,2001,1,0,14,16,3,0,3,3,1,3,3,1,1,0,1,0,742,742,1,5,1,4,742,742,0,1484,0,0,2,0,3,1,3,9,8,1,4,6,0,0,0,0,0,0,2,0,291,134,0,0,0,0,0,1,0,6,2008,9,4,128000
6,6,50.0,5250,1,2,3,3,0,4,0,20,2,2,0,5,8,5,1872,1987,1,0,8,8,3,0,3,4,0,3,2,1,2,259,1,0,425,684,4,2,0,4,938,1215,205,2358,0,0,2,0,4,1,3,8,8,0,0,6,0,0,0,0,0,0,2,0,54,20,0,0,0,0,0,1,0,12,2008,9,4,122000
4,6,60.0,5700,1,1,3,3,0,4,0,20,2,2,0,0,7,7,1926,1950,1,0,14,15,3,0,3,3,2,3,3,1,1,0,1,0,572,572,1,3,1,4,572,539,0,1111,0,0,1,0,2,1,3,5,8,1,4,5,1982,1,1,288,3,3,2,0,0,176,0,0,0,0,0,1,0,8,2008,9,4,116900
7,6,75.0,13500,1,1,3,3,0,4,0,20,0,3,0,4,10,9,1893,2000,1,0,14,15,3,0,5,5,0,3,3,1,1,0,1,0,1237,1237,1,4,1,4,1521,1254,0,2775,0,0,3,1,3,1,4,9,8,1,4,5,1988,1,2,880,4,3,2,105,502,0,0,0,0,0,0,1,0,7,2008,9,4,325000
6,6,60.0,11340,1,1,3,3,0,4,0,20,2,2,0,5,2,1,1920,1950,1,0,0,0,3,0,2,2,0,2,2,1,1,0,1,0,723,723,1,3,0,4,723,363,0,1086,0,0,1,0,2,1,3,5,4,0,0,5,1920,1,2,400,2,1,0,0,24,144,0,0,0,0,0,1,0,11,2008,3,4,55000
6,6,60.0,10800,1,1,3,3,0,4,0,20,2,2,0,5,7,7,1890,1999,1,0,14,16,3,0,3,3,0,3,3,2,1,0,1,0,1313,1313,2,4,1,4,1313,1182,0,2495,0,0,2,0,5,1,3,10,8,1,4,5,1950,1,2,342,3,2,2,0,299,0,0,0,0,0,0,1,0,12,2008,9,4,184000
0,6,65.0,9750,1,1,3,3,0,4,0,20,2,2,0,2,5,6,1959,1959,1,0,8,8,1,164,3,3,1,3,3,1,3,200,1,0,784,984,1,4,1,4,984,0,0,984,1,0,1,0,2,1,2,5,8,0,0,5,1959,1,1,308,3,3,0,0,0,0,0,0,0,0,0,1,0,6,2008,9,4,110000
4,6,81.0,12150,1,0,3,3,0,4,0,20,2,2,0,0,5,5,1954,1954,1,0,8,8,1,335,3,3,0,3,3,1,1,0,1,0,1050,1050,1,5,0,1,1050,745,0,1795,0,0,2,0,4,1,3,7,8,0,0,1,1954,1,1,352,2,3,2,0,0,0,0,0,0,0,0,1,0,11,2008,9,4,131500
0,6,70.0,12702,1,1,3,3,0,4,0,20,2,2,0,2,5,5,1956,1956,1,0,3,3,3,0,3,3,2,0,0,0,0,0,0,0,0,0,1,4,1,0,882,0,0,882,0,0,1,0,2,1,3,4,8,0,0,5,1956,1,1,308,3,3,2,0,45,0,0,0,0,0,0,1,0,12,2008,9,4,97000
0,6,52.0,8516,1,1,3,3,0,4,0,20,2,2,0,2,4,6,1958,2006,1,0,8,8,3,0,3,3,1,3,3,1,1,0,1,0,869,869,1,3,1,4,1093,0,0,1093,0,0,1,0,2,1,3,5,8,0,0,5,1959,1,1,308,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2008,9,4,115500
1,5,55.0,7111,1,1,0,0,0,4,0,3,2,2,0,2,5,7,1928,1983,1,0,15,16,3,0,4,4,0,3,3,1,2,406,4,273,329,1008,1,3,1,4,1143,0,0,1143,0,0,1,0,2,1,3,5,8,1,1,5,1992,1,1,288,3,3,2,265,0,0,0,0,0,0,4,1,0,7,2008,9,4,138000
4,6,51.0,7425,1,1,0,0,0,0,0,3,6,0,0,0,7,7,1945,1950,1,0,14,15,3,0,3,3,1,3,2,1,1,0,1,0,672,672,1,4,1,4,1195,473,0,1668,0,0,1,1,3,1,4,8,8,0,0,1,1945,1,1,252,3,3,2,210,0,0,0,0,0,0,0,1,0,8,2008,9,0,108000
2,6,50.0,9100,1,1,3,3,0,4,0,3,6,1,0,2,5,6,1930,1960,1,0,13,14,3,0,3,3,0,3,3,1,1,0,1,0,742,742,1,3,1,0,779,0,156,935,0,0,1,0,2,1,3,4,8,0,0,5,1988,1,1,308,3,3,1,0,0,0,0,0,0,0,0,3,600,8,2008,9,4,79500
4,5,51.0,7010,1,1,3,3,0,4,0,3,2,2,0,0,5,5,1935,1950,1,0,14,15,3,0,3,3,0,3,3,1,3,175,1,0,849,1024,1,3,1,4,1144,594,0,1738,0,0,2,0,3,1,3,6,8,1,4,5,1950,1,1,240,3,3,1,0,30,0,0,0,0,0,0,1,0,7,2008,9,4,153000
3,6,50.0,6130,1,1,3,3,0,4,0,3,2,2,0,1,5,6,1924,1950,1,0,8,8,3,0,3,3,0,3,3,1,5,784,1,0,0,784,1,4,1,4,784,0,0,784,1,0,1,0,2,1,4,5,8,0,0,6,0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,1,0,5,2008,9,4,109500
4,6,50.0,5000,1,1,3,3,0,4,0,3,1,2,0,0,5,7,1941,2006,1,0,14,15,3,0,3,4,1,3,3,1,5,600,1,0,72,672,1,5,1,4,832,378,0,1210,0,0,1,0,3,1,4,6,8,0,0,5,1941,1,1,240,3,3,1,0,0,0,0,0,0,0,0,1,0,5,2008,9,4,124000
6,6,59.0,5870,1,1,3,3,0,0,0,3,1,1,0,5,6,9,1900,2000,1,0,6,6,3,0,3,4,0,3,3,1,1,0,1,0,554,554,1,5,1,4,736,554,0,1290,0,0,1,1,3,1,3,6,8,0,0,5,1926,1,1,200,2,3,2,38,112,0,0,0,0,0,3,3,400,4,2008,9,4,106900
4,6,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,7,1940,1989,1,0,14,15,3,0,3,3,1,3,3,1,5,521,1,0,460,981,1,5,1,4,1014,658,0,1672,0,0,1,1,3,1,4,6,8,1,4,5,1940,1,1,240,3,3,2,0,11,0,0,0,0,0,4,1,0,7,2008,9,4,164900
1,6,50.0,6000,1,1,3,1,0,4,0,3,2,2,0,2,5,7,1924,2003,1,0,14,15,3,0,3,2,0,3,2,1,1,0,1,0,949,949,1,5,1,4,949,0,0,949,0,0,1,0,2,1,3,5,8,1,2,5,1924,1,2,370,3,3,2,0,0,48,0,0,0,0,0,1,0,7,2008,9,4,119000
4,6,50.0,6000,1,1,3,3,0,0,0,3,2,2,0,0,6,7,1929,1950,1,0,15,16,3,0,3,3,0,3,3,1,1,0,1,0,862,862,1,3,1,4,950,208,0,1158,0,0,1,0,3,1,3,5,8,1,4,3,1929,2,1,208,3,3,2,0,0,112,0,0,0,0,0,1,0,7,2008,9,4,120000
4,6,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,7,1937,2000,1,0,14,15,3,0,3,4,0,3,3,1,3,201,2,162,462,825,1,5,1,4,825,672,0,1497,0,0,2,0,3,1,3,5,8,0,0,5,2004,1,1,672,3,3,2,272,0,0,0,0,0,0,4,1,0,5,2008,9,4,157000
4,6,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,5,1939,1950,1,0,14,15,3,0,3,3,1,3,3,1,2,264,1,0,475,739,1,5,1,4,874,468,0,1342,0,0,2,0,2,2,3,7,8,1,4,5,1939,1,1,240,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2008,9,4,105000
3,6,50.0,5000,1,1,3,0,0,4,1,3,2,2,0,1,6,7,1926,1950,1,0,8,8,3,0,3,3,0,3,3,1,1,0,1,0,992,992,1,5,1,4,1013,0,0,1013,0,0,1,0,3,1,3,6,8,0,0,5,1926,1,1,160,2,3,2,0,0,101,0,0,0,0,0,1,0,4,2008,9,4,113000
4,6,60.0,5520,1,1,0,3,0,2,0,3,1,2,0,0,5,7,1920,1997,1,0,0,0,3,0,3,4,0,3,3,1,5,68,1,0,497,565,1,3,1,4,565,651,0,1216,1,0,1,0,3,1,3,6,8,1,4,3,1920,2,1,355,2,3,2,0,0,180,0,0,0,0,3,1,0,4,2008,9,4,115000
0,6,99.0,5940,1,1,0,3,0,3,0,3,1,2,0,2,4,7,1946,1950,1,0,8,4,3,0,3,3,2,0,0,0,0,0,0,0,0,0,1,3,1,0,896,0,0,896,0,0,1,0,2,1,3,4,8,0,0,5,1946,1,1,280,3,3,2,0,0,0,0,0,0,0,3,1,0,4,2008,3,0,79000
4,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,4,7,1929,1950,1,0,8,8,3,0,3,3,2,3,3,1,4,80,1,0,624,704,1,5,1,4,624,512,0,1136,0,1,1,0,2,1,3,6,8,0,0,5,1990,1,1,336,3,3,2,0,365,80,0,0,0,0,0,1,0,8,2008,9,4,123000
1,6,51.0,6120,1,1,3,3,0,4,0,3,2,2,0,2,5,6,1945,1995,1,0,9,10,3,0,3,4,1,0,0,0,0,0,0,0,0,0,1,4,0,4,808,0,0,808,0,0,1,0,1,1,3,6,6,0,0,1,1925,1,1,164,3,3,1,0,48,0,0,0,0,0,0,1,0,6,2008,9,4,81300
4,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,0,8,8,3,0,3,3,2,3,3,1,1,0,1,0,1078,1078,1,3,1,4,1128,445,0,1573,0,0,2,0,3,1,3,8,8,1,4,5,1930,1,2,360,3,3,1,0,0,0,0,0,0,0,0,1,0,6,2008,9,4,162900
4,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,7,5,1939,1950,1,0,14,15,3,0,3,3,0,3,3,2,3,300,2,240,449,989,1,3,1,4,1245,764,0,2009,0,0,2,0,4,1,3,7,6,1,4,5,1939,1,2,400,3,3,2,0,20,0,0,0,0,0,3,1,0,1,2008,9,4,150000
6,6,51.0,6120,1,1,3,3,0,4,0,20,0,2,0,5,5,5,1923,1950,2,0,14,15,3,0,3,3,0,3,3,1,2,203,1,0,897,1100,1,3,1,4,1226,676,0,1902,0,0,2,0,4,1,3,7,8,0,0,5,1960,1,2,576,3,3,2,0,139,55,0,0,0,0,0,1,0,10,2008,9,4,123500
4,6,51.0,6120,1,1,3,3,0,4,0,20,0,2,0,0,7,5,1931,1950,1,0,3,16,3,0,3,3,0,3,3,1,1,0,1,0,952,952,1,4,1,1,1022,752,0,1774,0,0,2,0,2,2,3,8,7,2,3,5,1931,1,2,468,2,3,2,90,0,205,0,0,0,0,0,1,0,4,2008,9,0,129900
6,6,60.0,6155,1,1,0,3,0,3,0,3,8,1,0,5,6,8,1920,1999,1,0,14,15,3,0,3,3,0,2,2,2,1,0,1,0,611,611,1,5,1,4,751,611,0,1362,0,0,2,0,3,1,3,6,8,0,0,5,1920,3,2,502,3,2,2,0,0,84,0,0,0,0,0,1,0,6,2008,9,4,128000
1,6,60.0,6324,1,1,0,3,0,4,0,3,1,7,0,2,4,6,1927,1950,1,0,8,8,3,0,3,3,0,3,3,1,1,0,1,0,520,520,1,2,0,4,520,0,0,520,0,0,1,0,1,1,2,4,8,0,0,5,1920,1,1,240,2,3,2,49,0,87,0,0,0,0,0,1,0,5,2008,9,4,68500
4,6,50.0,8635,1,1,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,0,14,15,3,0,3,3,1,3,3,1,4,336,6,41,295,672,1,3,1,4,1072,213,0,1285,1,0,1,0,2,1,3,6,7,0,0,5,1948,1,1,240,3,3,2,0,0,0,0,0,0,0,3,1,0,1,2008,9,4,127000
4,5,64.0,13053,1,2,3,0,0,4,0,3,2,2,0,0,6,7,1923,2000,2,0,14,15,3,0,3,3,0,3,3,1,1,0,1,0,833,833,1,4,1,4,1053,795,0,1848,0,0,1,1,4,1,4,8,8,1,4,5,1922,1,2,370,3,3,0,0,0,0,0,220,0,0,0,1,0,6,2008,9,4,207000
4,5,60.0,9120,1,2,3,3,0,4,0,3,2,2,0,0,7,6,1925,1950,1,0,14,15,3,0,3,4,2,3,3,1,3,329,1,0,697,1026,1,5,1,4,1133,687,0,1820,1,0,2,0,4,1,3,8,8,0,0,5,1925,1,1,240,3,3,0,0,100,0,0,0,0,0,4,1,0,6,2008,9,4,184000
4,5,60.0,9144,1,2,3,3,0,4,0,3,2,2,0,0,6,4,1915,2004,1,0,13,14,3,0,3,4,0,3,3,1,1,0,1,0,810,810,1,5,1,4,1170,546,0,1716,0,0,2,0,4,1,4,8,8,0,0,5,1970,1,2,672,3,3,2,0,195,0,0,0,0,0,0,1,0,3,2008,9,4,162500
4,5,51.0,9144,1,2,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,0,8,8,3,0,3,3,1,3,3,1,3,399,1,0,484,883,1,4,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,0,5,1940,1,1,240,3,3,0,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,145000
1,5,55.0,10267,1,1,3,3,0,4,0,3,6,2,0,2,6,7,1918,2000,1,0,12,16,3,0,3,4,0,3,4,2,3,210,5,606,0,816,1,5,1,4,838,0,0,838,1,0,1,0,2,1,2,5,8,0,0,5,1961,3,1,275,3,3,0,0,0,112,0,0,0,0,1,1,0,5,2008,9,4,130000
5,6,57.0,8094,1,0,3,3,0,4,0,20,2,2,1,4,6,8,1910,1983,1,0,14,15,3,0,3,3,2,3,3,2,3,196,1,0,1046,1242,1,4,1,4,1242,742,0,1984,0,0,2,0,5,1,3,8,8,0,0,5,0,0,1,360,0,0,2,64,0,180,0,0,0,0,3,3,1000,9,2008,9,4,160000
6,6,60.0,5100,1,0,3,3,0,4,0,20,2,2,0,5,8,7,1925,1996,3,0,12,16,3,0,3,4,2,3,3,1,1,0,1,0,588,588,1,2,1,4,833,833,0,1666,0,0,1,0,3,1,4,7,8,1,4,5,1925,1,1,228,3,3,2,192,63,0,0,0,0,0,3,1,0,6,2008,9,4,161000
4,6,63.0,4347,1,1,3,3,0,4,0,20,2,2,0,0,6,8,1910,1950,2,0,8,8,3,0,4,3,0,4,4,1,1,0,1,0,796,796,1,5,1,4,825,784,0,1609,0,0,1,0,3,1,3,7,8,0,0,5,1910,1,1,228,2,2,0,0,182,0,0,0,0,0,0,1,0,6,2008,9,4,127500
1,6,60.0,6291,0,1,0,3,0,4,0,11,7,2,0,2,6,6,1930,1950,1,0,12,16,3,0,4,4,0,3,3,1,1,0,1,0,768,768,1,3,1,4,768,0,0,768,0,0,1,0,1,1,3,4,8,0,0,5,1930,1,2,440,3,3,0,0,0,84,0,0,0,0,0,1,0,7,2008,9,4,93850
6,6,60.0,10266,1,1,3,3,0,4,0,11,2,2,0,5,6,6,1952,1952,1,0,8,8,3,0,3,3,1,3,3,1,3,372,1,0,396,768,1,3,1,0,768,768,0,1536,0,0,1,1,4,1,3,7,8,0,0,5,1952,1,1,308,3,3,2,0,216,80,0,0,0,0,0,1,0,5,2008,0,0,136000
4,6,60.0,6876,1,1,3,0,0,4,0,11,2,2,0,0,6,6,1938,1958,1,0,14,15,3,0,3,3,0,3,3,1,1,0,1,0,1272,1272,1,3,1,4,1272,0,697,1969,0,0,2,0,4,1,3,9,7,1,4,5,1938,1,2,400,3,3,2,0,34,0,0,0,0,0,0,1,0,11,2008,0,4,141000
4,6,60.0,10320,1,0,3,3,0,4,0,11,2,2,0,0,5,6,1915,1978,1,0,6,6,3,0,3,2,0,3,2,1,1,0,1,0,880,880,1,4,1,4,880,428,0,1308,0,0,2,0,2,1,3,6,8,0,0,5,1950,1,2,400,2,2,2,0,0,117,0,0,0,0,0,1,0,4,2008,9,4,120000
